package_name,node_count,edge_count,network_conn_count,file_read_count,execve_count,total_severity,suspicious_network_count,sensitive_file_count,max_severity,temporal_pattern_count,is_malicious
cic_benign_2239,4.49,3.62,0.03,16.52,2.82,0.29,0.0,0.0,0.39,0.0,0
cic_benign_2240,4.85,4.32,0.0,13.82,1.83,2.99,0.01,0.0,1.86,0.03,0
cic_benign_2241,4.27,3.89,0.01,15.74,3.06,0.87,0.0,0.02,0.51,0.0,0
cic_benign_2242,3.99,3.34,0.03,15.02,2.98,0.85,0.0,0.0,0.68,0.0,0
cic_benign_2243,4.24,3.54,0.01,15.15,2.99,0.55,0.0,0.02,0.22,0.0,0
cic_benign_2244,4.09,2.65,0.31,11.15,1.0,0.35,0.02,0.0,0.37,0.0,0
cic_benign_2245,3.88,3.56,0.0,14.42,3.09,0.66,0.0,0.0,0.4,0.0,0
cic_benign_2246,5.63,4.6,0.19,16.63,1.08,2.27,0.0,0.0,1.41,0.0,0
cic_benign_2247,4.02,3.35,0.08,15.1,3.18,0.65,0.0,0.0,0.3,0.01,0
cic_benign_2248,2.74,1.68,0.0,8.05,2.85,0.02,0.0,0.0,0.13,0.0,0
cic_benign_2249,4.95,3.84,0.24,15.16,1.01,0.68,0.01,0.0,0.76,0.0,0
cic_benign_2250,1.98,0.74,0.03,4.27,2.28,0.2,0.0,0.0,0.03,0.0,0
cic_benign_2251,4.43,3.66,0.0,16.53,2.8,0.57,0.02,0.0,0.51,0.01,0
cic_benign_2252,3.78,3.15,0.25,15.07,2.79,0.58,0.0,0.04,0.29,0.0,0
cic_benign_2253,5.04,4.13,0.01,17.04,0.98,0.66,0.01,0.0,0.47,0.0,0
cic_benign_2254,3.82,2.89,0.09,16.01,2.95,0.04,0.0,0.0,0.29,0.02,0
cic_benign_2255,4.39,3.82,0.0,15.91,2.91,0.54,0.02,0.0,0.45,0.0,0
cic_benign_2256,4.11,3.49,0.0,16.23,2.88,0.32,0.0,0.03,0.25,0.04,0
cic_benign_2257,4.23,3.63,0.0,15.95,3.09,0.52,0.0,0.05,0.35,0.04,0
cic_benign_2258,4.6,3.18,0.36,11.2,0.91,0.97,0.01,0.0,0.53,0.0,0
cic_benign_2259,3.98,3.94,0.02,15.35,2.97,1.01,0.0,0.0,0.58,0.0,0
cic_benign_2260,3.82,3.28,0.0,14.06,2.92,0.63,0.0,0.0,0.34,0.0,0
cic_benign_2261,4.01,3.52,0.22,12.96,1.03,2.27,0.01,0.0,1.39,0.0,0
cic_benign_2262,4.19,3.21,0.06,14.66,3.01,0.24,0.0,0.01,0.36,0.02,0
cic_benign_2263,4.2,3.67,0.0,15.58,2.94,1.17,0.01,0.03,0.56,0.0,0
cic_benign_2264,3.85,3.24,0.11,15.08,3.14,0.49,0.0,0.0,0.32,0.0,0
cic_benign_2265,4.15,3.39,0.04,15.72,3.08,0.81,0.0,0.06,0.58,0.0,0
cic_benign_2266,4.46,3.23,0.38,11.45,0.98,0.95,0.0,0.02,0.57,0.03,0
cic_benign_2267,3.74,3.42,0.15,14.84,2.86,0.52,0.0,0.0,0.26,0.02,0
cic_benign_2268,4.11,2.96,0.0,14.1,3.14,0.54,0.0,0.0,0.25,0.03,0
cic_benign_2269,3.82,3.14,0.01,14.64,3.31,0.69,0.03,0.0,0.56,0.0,0
cic_benign_2270,4.23,3.39,0.0,15.73,3.11,0.56,0.0,0.02,0.49,0.0,0
cic_benign_2271,4.18,3.1,0.61,12.61,0.91,0.89,0.0,0.0,0.49,0.02,0
cic_benign_2272,4.1,3.06,0.02,10.68,1.17,1.27,0.0,0.0,0.8,0.02,0
cic_benign_2273,4.04,3.04,0.59,11.18,0.96,0.44,0.01,0.0,0.41,0.02,0
cic_benign_2274,4.23,3.69,0.05,15.81,3.01,0.3,0.0,0.0,0.36,0.0,0
cic_benign_2275,3.94,3.45,0.04,14.77,3.1,0.46,0.0,0.02,0.33,0.0,0
cic_benign_2276,3.89,2.64,0.42,12.43,0.88,0.46,0.0,0.0,0.28,0.02,0
cic_benign_2277,4.52,3.5,0.01,15.77,2.82,0.34,0.0,0.01,0.37,0.0,0
cic_benign_2278,5.16,4.08,0.2,14.7,1.17,0.93,0.03,0.05,0.69,0.0,0
cic_benign_2279,4.47,3.28,0.0,16.18,2.89,0.31,0.0,0.0,0.36,0.0,0
cic_benign_2280,4.25,3.4,0.09,14.95,3.08,0.84,0.0,0.0,0.49,0.0,0
cic_benign_2281,3.83,3.24,0.1,14.56,2.97,0.49,0.01,0.0,0.44,0.0,0
cic_benign_2282,4.11,3.27,0.0,14.77,3.07,0.22,0.0,0.0,0.24,0.03,0
cic_benign_2283,5.05,3.97,0.42,16.42,0.76,0.87,0.0,0.0,0.73,0.02,0
cic_benign_2284,4.18,3.79,0.01,14.97,2.91,0.62,0.0,0.01,0.46,0.0,0
cic_benign_2285,4.21,3.72,0.0,17.32,2.94,0.41,0.01,0.0,0.39,0.02,0
cic_benign_2286,4.1,3.37,0.0,15.34,2.92,0.37,0.01,0.0,0.28,0.0,0
cic_benign_2287,3.98,3.42,0.0,14.47,3.09,0.64,0.0,0.0,0.41,0.0,0
cic_benign_2288,4.04,2.82,0.0,16.21,3.0,0.42,0.0,0.0,0.31,0.03,0
cic_benign_2289,3.8,3.1,0.01,12.02,3.0,0.41,0.0,0.0,0.3,0.0,0
cic_benign_2290,3.94,2.78,0.16,9.91,1.04,0.73,0.02,0.0,0.44,0.0,0
cic_benign_2291,3.72,3.19,0.0,14.65,3.09,0.72,0.0,0.01,0.41,0.05,0
cic_benign_2292,4.11,3.21,0.0,15.15,3.06,0.96,0.01,0.0,0.46,0.0,0
cic_benign_2293,3.96,3.21,0.14,14.71,2.93,0.62,0.0,0.0,0.29,0.0,0
cic_benign_2294,4.33,3.51,0.02,15.64,3.03,0.13,0.0,0.0,0.46,0.0,0
cic_benign_2295,3.08,2.41,0.0,7.81,2.94,0.16,0.01,0.0,0.32,0.0,0
cic_benign_2296,4.19,3.29,0.0,15.35,3.1,0.01,0.0,0.0,0.28,0.03,0
cic_benign_2297,3.94,2.62,0.68,10.82,1.06,0.15,0.03,0.0,0.3,0.02,0
cic_benign_2298,4.31,3.33,0.01,17.1,3.13,0.47,0.01,0.0,0.4,0.0,0
cic_benign_2299,4.07,3.71,0.0,16.78,3.01,0.39,0.0,0.04,0.35,0.02,0
cic_benign_2300,3.95,3.0,0.62,10.32,1.05,0.34,0.02,0.03,0.18,0.0,0
cic_benign_2301,4.01,3.24,0.01,16.08,3.11,1.14,0.0,0.0,0.54,0.05,0
cic_benign_2302,3.79,3.05,0.0,13.96,3.11,0.33,0.0,0.01,0.29,0.0,0
cic_benign_2303,5.5,4.38,0.16,19.18,3.04,0.77,0.0,0.0,0.6,0.02,0
cic_benign_2304,4.18,3.58,0.01,15.35,3.03,0.73,0.01,0.04,0.43,0.0,0
cic_benign_2305,4.08,3.83,0.09,14.76,3.17,0.56,0.0,0.0,0.3,0.0,0
cic_benign_2306,3.81,3.62,0.04,15.43,2.9,0.55,0.02,0.01,0.57,0.0,0
cic_benign_2307,4.05,3.46,0.01,15.3,3.09,0.79,0.0,0.0,0.52,0.02,0
cic_benign_2308,3.96,3.12,0.02,15.05,3.02,0.26,0.0,0.01,0.26,0.0,0
cic_benign_2309,4.2,3.62,0.0,15.02,2.95,0.79,0.03,0.0,0.5,0.0,0
cic_benign_2310,3.9,3.05,0.0,14.79,3.14,0.97,0.03,0.0,0.44,0.0,0
cic_benign_2311,4.49,3.48,0.13,13.17,1.09,0.67,0.0,0.0,0.38,0.0,0
cic_benign_2312,4.13,3.52,0.21,12.58,0.87,2.17,0.0,0.01,1.52,0.0,0
cic_benign_2313,4.99,3.96,0.23,15.6,0.98,0.67,0.0,0.0,0.62,0.02,0
cic_benign_2314,4.35,3.42,0.08,15.86,3.02,0.23,0.0,0.04,0.26,0.04,0
cic_benign_2315,4.11,3.58,0.04,15.7,3.08,1.03,0.01,0.01,0.8,0.0,0
cic_benign_2316,4.39,3.9,0.0,14.71,3.02,0.81,0.03,0.02,0.61,0.03,0
cic_benign_2317,4.14,3.02,0.43,11.21,0.88,0.38,0.0,0.0,0.41,0.05,0
cic_benign_2318,4.21,3.46,0.03,15.45,3.11,0.93,0.01,0.03,0.63,0.0,0
cic_benign_2319,4.11,2.91,0.76,12.29,1.0,0.74,0.01,0.02,0.5,0.0,0
cic_benign_2320,4.05,3.44,0.0,16.55,2.93,0.83,0.0,0.0,0.54,0.0,0
cic_benign_2321,4.32,3.06,0.13,11.58,1.02,1.08,0.03,0.0,0.72,0.0,0
cic_benign_2322,3.9,3.61,0.02,14.31,2.92,0.61,0.0,0.02,0.56,0.04,0
cic_benign_2323,4.19,3.51,0.5,11.71,1.0,0.76,0.05,0.0,0.67,0.04,0
cic_benign_2324,4.22,3.72,0.0,15.68,2.92,0.88,0.0,0.02,0.43,0.0,0
cic_benign_2325,4.46,3.64,0.09,12.21,1.02,2.54,0.0,0.0,1.62,0.0,0
cic_benign_2326,4.06,3.35,0.01,15.26,3.04,0.62,0.0,0.01,0.34,0.0,0
cic_benign_2327,4.28,3.75,0.0,15.86,2.87,0.8,0.0,0.0,0.46,0.03,0
cic_benign_2328,3.79,3.31,0.09,12.62,3.01,0.36,0.0,0.0,0.36,0.0,0
cic_benign_2329,3.87,3.58,0.01,14.65,2.87,0.63,0.04,0.0,0.5,0.0,0
cic_benign_2330,4.05,3.47,0.14,15.84,3.19,0.44,0.0,0.01,0.21,0.01,0
cic_benign_2331,3.76,3.39,0.01,16.02,3.03,0.3,0.0,0.04,0.4,0.05,0
cic_benign_2332,4.15,3.25,0.11,14.4,3.18,0.66,0.01,0.0,0.46,0.0,0
cic_benign_2333,4.0,3.75,0.0,15.66,2.96,0.49,0.0,0.02,0.45,0.0,0
cic_benign_2334,4.19,3.44,0.07,13.91,3.0,0.73,0.01,0.0,0.47,0.0,0
cic_benign_2335,4.03,3.23,0.24,14.51,3.04,0.93,0.0,0.02,0.42,0.02,0
cic_benign_2336,4.26,3.79,0.01,16.69,3.11,1.04,0.0,0.05,0.72,0.02,0
cic_benign_2337,3.98,3.24,0.02,14.35,2.93,0.92,0.0,0.0,0.62,0.05,0
cic_benign_2338,4.13,3.25,0.0,15.8,3.05,0.51,0.0,0.02,0.3,0.0,0
cic_benign_2339,4.03,3.33,0.12,14.47,2.86,0.97,0.0,0.01,0.58,0.0,0
cic_benign_2340,3.11,2.02,0.14,9.04,3.18,0.26,0.01,0.0,0.16,0.01,0
cic_benign_2341,3.82,3.39,0.05,16.7,3.12,0.26,0.04,0.0,0.37,0.0,0
cic_benign_2342,3.75,2.9,0.0,14.39,2.75,0.42,0.0,0.0,0.29,0.0,0
cic_benign_2343,4.42,3.23,0.0,15.55,3.1,0.84,0.0,0.01,0.35,0.02,0
cic_benign_2344,3.86,3.47,0.0,14.45,2.87,0.74,0.01,0.0,0.57,0.01,0
cic_benign_2345,3.98,3.76,0.17,15.99,2.92,0.33,0.0,0.0,0.38,0.0,0
cic_benign_2346,4.07,3.94,0.02,15.76,2.94,0.57,0.0,0.0,0.42,0.0,0
cic_benign_2347,3.75,3.62,0.0,15.77,3.02,0.6,0.0,0.03,0.47,0.01,0
cic_benign_2348,4.17,3.27,0.22,12.13,0.81,2.24,0.0,0.04,1.45,0.0,0
cic_benign_2349,4.41,3.61,0.0,15.17,3.14,0.61,0.0,0.04,0.47,0.0,0
cic_benign_2350,4.42,2.98,0.0,15.6,3.03,0.64,0.0,0.0,0.36,0.0,0
cic_benign_2351,4.21,3.46,0.0,17.3,3.05,0.77,0.0,0.02,0.59,0.0,0
cic_benign_2352,4.24,3.85,0.0,15.8,3.21,0.84,0.02,0.04,0.55,0.02,0
cic_benign_2353,4.17,2.76,0.33,11.15,0.98,1.17,0.01,0.03,0.61,0.02,0
cic_benign_2354,4.12,3.25,0.2,14.48,2.93,0.67,0.01,0.02,0.41,0.04,0
cic_benign_2355,4.6,3.58,0.0,11.29,1.02,2.16,0.01,0.0,1.51,0.0,0
cic_benign_2356,4.36,3.34,0.0,16.41,3.07,0.38,0.0,0.01,0.34,0.0,0
cic_benign_2357,3.78,3.28,0.08,15.11,3.28,0.62,0.02,0.0,0.52,0.07,0
cic_benign_2358,3.97,3.73,0.0,15.27,3.0,0.86,0.0,0.04,0.48,0.02,0
cic_benign_2359,4.14,2.77,0.53,11.82,0.91,0.7,0.0,0.03,0.38,0.0,0
cic_benign_2360,4.09,3.15,0.03,14.93,2.89,0.61,0.0,0.0,0.58,0.0,0
cic_benign_2361,4.43,3.9,0.0,17.4,3.15,1.07,0.0,0.0,0.77,0.0,0
cic_benign_2362,4.1,3.39,0.0,16.47,3.08,0.64,0.0,0.0,0.52,0.0,0
cic_benign_2363,3.93,3.38,0.13,15.93,2.97,0.35,0.0,0.0,0.27,0.06,0
cic_benign_2364,4.15,3.22,0.05,14.0,3.01,0.95,0.01,0.02,0.43,0.0,0
cic_benign_2365,4.11,3.23,0.02,15.38,2.82,0.26,0.02,0.0,0.25,0.0,0
cic_benign_2366,4.3,3.5,0.03,15.96,3.09,0.56,0.0,0.0,0.32,0.0,0
cic_benign_2367,5.24,3.68,0.05,15.77,0.9,1.4,0.0,0.0,0.92,0.0,0
cic_benign_2368,4.24,4.07,0.01,15.21,2.77,0.9,0.0,0.0,0.52,0.0,0
cic_benign_2369,3.02,1.93,0.02,7.83,2.84,0.08,0.0,0.0,0.15,0.0,0
cic_benign_2370,4.46,2.94,0.1,12.02,0.78,0.77,0.0,0.0,0.5,0.0,0
cic_benign_2371,3.99,3.34,0.0,15.51,2.94,0.75,0.0,0.0,0.39,0.03,0
cic_benign_2372,4.07,3.17,0.0,15.68,2.97,0.49,0.0,0.0,0.26,0.06,0
cic_benign_2373,3.06,1.89,0.03,7.84,2.97,0.1,0.0,0.01,0.25,0.02,0
cic_benign_2374,3.91,2.87,0.01,14.71,3.13,0.59,0.0,0.02,0.46,0.0,0
cic_benign_2375,4.21,3.04,0.49,10.8,1.04,0.69,0.0,0.0,0.34,0.0,0
cic_benign_2376,5.18,4.54,0.4,15.99,0.94,1.25,0.0,0.0,0.78,0.02,0
cic_benign_2377,3.95,3.45,0.0,15.16,2.91,0.91,0.0,0.0,0.55,0.0,0
cic_benign_2378,4.39,3.29,0.64,13.06,1.07,0.73,0.02,0.0,0.76,0.02,0
cic_benign_2379,4.24,3.93,0.07,15.95,3.02,1.04,0.02,0.01,0.44,0.0,0
cic_benign_2380,3.93,2.8,0.0,13.31,3.09,0.29,0.0,0.0,0.23,0.07,0
cic_benign_2381,4.71,3.72,0.0,17.31,3.13,1.29,0.01,0.0,0.72,0.0,0
cic_benign_2382,4.24,3.45,0.01,16.33,2.96,0.51,0.0,0.02,0.42,0.0,0
cic_benign_2383,4.04,2.91,0.74,10.99,1.12,0.59,0.02,0.0,0.54,0.02,0
cic_benign_2384,4.89,4.43,0.0,15.63,1.06,3.45,0.0,0.04,2.15,0.04,0
cic_benign_2385,4.2,3.3,0.0,16.33,2.94,0.61,0.0,0.0,0.34,0.0,0
cic_benign_2386,4.04,2.67,0.57,11.46,0.96,0.84,0.0,0.0,0.38,0.0,0
cic_benign_2387,3.81,3.39,0.05,14.54,2.97,0.72,0.01,0.0,0.48,0.0,0
cic_benign_2388,4.26,3.64,0.0,14.69,2.95,0.12,0.03,0.03,0.25,0.03,0
cic_benign_2389,3.55,2.74,0.0,12.4,2.74,0.92,0.0,0.0,0.42,0.03,0
cic_benign_2390,3.8,3.13,0.04,14.05,3.0,0.39,0.0,0.0,0.22,0.0,0
cic_benign_2391,2.85,2.03,0.01,8.13,2.98,0.2,0.0,0.0,0.12,0.0,0
cic_benign_2392,4.33,3.59,0.04,16.23,3.14,0.39,0.0,0.0,0.34,0.03,0
cic_benign_2393,2.81,2.08,0.0,7.44,3.07,0.11,0.0,0.0,0.17,0.0,0
cic_benign_2394,4.35,3.33,0.0,11.74,0.93,1.82,0.01,0.02,1.07,0.01,0
cic_benign_2395,3.73,2.74,0.12,12.08,2.91,0.92,0.0,0.01,0.35,0.0,0
cic_benign_2396,3.88,3.2,0.06,15.01,2.71,0.3,0.0,0.02,0.3,0.05,0
cic_benign_2397,4.01,3.1,0.0,16.65,3.11,0.49,0.0,0.0,0.3,0.0,0
cic_benign_2398,4.32,3.62,0.0,14.95,3.04,0.68,0.0,0.0,0.44,0.04,0
cic_benign_2399,3.81,3.17,0.02,14.39,2.98,0.36,0.03,0.0,0.24,0.0,0
cic_benign_2400,3.86,3.21,0.01,15.05,2.87,0.43,0.0,0.0,0.31,0.01,0
cic_benign_2401,4.09,3.73,0.0,15.36,3.01,0.32,0.01,0.0,0.33,0.02,0
cic_benign_2402,4.16,4.08,0.03,14.92,3.09,0.73,0.0,0.02,0.56,0.0,0
cic_benign_2403,4.47,3.55,0.0,16.67,2.93,0.57,0.02,0.03,0.37,0.01,0
cic_benign_2404,4.24,3.89,0.0,15.03,3.04,0.86,0.02,0.05,0.5,0.03,0
cic_benign_2405,4.14,3.41,0.03,15.36,3.02,0.81,0.0,0.03,0.55,0.01,0
cic_benign_2406,4.64,3.8,0.02,18.78,3.01,1.11,0.02,0.01,0.82,0.01,0
cic_benign_2407,3.98,3.5,0.0,14.69,2.82,0.66,0.0,0.0,0.46,0.0,0
cic_benign_2408,4.26,3.64,0.01,16.06,2.94,0.75,0.01,0.0,0.38,0.02,0
cic_benign_2409,4.25,3.75,0.0,16.18,3.0,0.77,0.0,0.03,0.39,0.03,0
cic_benign_2410,3.85,3.44,0.05,15.32,3.12,0.47,0.0,0.0,0.56,0.04,0
cic_benign_2411,5.19,3.96,0.32,15.5,0.93,1.06,0.0,0.0,0.83,0.01,0
cic_benign_2412,4.09,3.15,0.02,14.69,2.99,0.26,0.01,0.0,0.32,0.0,0
cic_benign_2413,3.88,2.96,0.0,13.77,3.14,0.21,0.0,0.02,0.29,0.0,0
cic_benign_2414,3.03,2.17,0.01,8.7,3.0,0.18,0.03,0.04,0.33,0.0,0
cic_benign_2415,3.83,3.72,0.0,14.54,2.98,0.29,0.0,0.0,0.37,0.0,0
cic_benign_2416,6.38,5.46,0.0,21.36,0.99,1.77,0.01,0.0,1.25,0.01,0
cic_benign_2417,3.98,3.06,0.06,14.52,3.16,0.56,0.0,0.06,0.23,0.03,0
cic_benign_2418,4.42,3.52,0.0,17.48,2.84,0.4,0.0,0.01,0.41,0.06,0
cic_benign_2419,4.0,3.36,0.0,14.51,3.12,0.66,0.04,0.0,0.51,0.01,0
cic_benign_2420,4.06,3.89,0.02,15.3,3.06,1.15,0.01,0.0,0.64,0.0,0
cic_benign_2421,4.02,3.72,0.04,15.09,3.15,0.84,0.02,0.01,0.55,0.0,0
cic_benign_2422,3.92,3.36,0.03,14.99,2.92,0.83,0.0,0.01,0.49,0.03,0
cic_benign_2423,4.4,3.81,0.02,16.48,3.11,0.52,0.0,0.0,0.33,0.03,0
cic_benign_2424,4.25,3.47,0.0,16.59,3.02,0.58,0.0,0.0,0.52,0.06,0
cic_benign_2425,4.14,3.3,0.02,16.19,2.74,0.71,0.0,0.0,0.32,0.0,0
cic_benign_2426,4.01,3.06,0.52,11.94,1.14,0.43,0.03,0.04,0.25,0.01,0
cic_benign_2427,4.05,2.93,0.02,15.73,3.25,0.43,0.0,0.03,0.37,0.0,0
cic_benign_2428,3.97,3.58,0.0,16.04,3.02,0.62,0.0,0.04,0.21,0.03,0
cic_benign_2429,3.8,3.73,0.07,15.89,2.83,0.41,0.01,0.0,0.24,0.05,0
cic_benign_2430,4.58,3.29,0.0,12.84,0.94,2.25,0.0,0.0,1.41,0.03,0
cic_benign_2431,4.38,3.26,0.4,11.08,1.03,1.27,0.0,0.04,0.49,0.03,0
cic_benign_2432,4.43,3.61,0.02,16.36,3.07,0.7,0.0,0.0,0.47,0.03,0
cic_benign_2433,4.21,3.05,0.0,16.76,3.11,0.39,0.0,0.02,0.59,0.03,0
cic_benign_2434,4.62,3.71,0.0,16.52,3.14,1.13,0.01,0.0,0.68,0.0,0
cic_benign_2435,3.95,3.53,0.15,14.88,3.06,0.41,0.02,0.05,0.41,0.01,0
cic_benign_2436,3.98,3.12,0.03,12.53,3.1,0.32,0.0,0.03,0.34,0.04,0
cic_benign_2437,4.32,3.38,0.02,16.24,3.16,0.54,0.0,0.0,0.44,0.0,0
cic_benign_2438,4.58,3.88,0.24,14.57,1.12,0.69,0.0,0.05,0.36,0.0,0
cic_benign_2439,5.48,4.81,0.39,16.81,1.26,2.27,0.0,0.01,1.4,0.0,0
cic_benign_2440,5.29,3.98,0.09,16.31,1.09,0.82,0.01,0.01,0.48,0.0,0
cic_benign_2441,4.25,3.87,0.0,15.68,2.94,0.74,0.01,0.01,0.6,0.01,0
cic_benign_2442,4.21,3.59,0.02,15.4,2.94,0.61,0.0,0.0,0.45,0.0,0
cic_benign_2443,4.3,2.76,0.63,10.51,1.09,0.93,0.01,0.01,0.39,0.02,0
cic_benign_2444,3.71,2.67,0.0,14.43,2.92,0.26,0.01,0.0,0.26,0.03,0
cic_benign_2445,3.89,3.33,0.07,16.3,2.78,0.65,0.01,0.0,0.59,0.02,0
cic_benign_2446,4.29,3.67,0.0,16.41,2.79,0.25,0.0,0.01,0.41,0.02,0
cic_benign_2447,5.11,4.16,0.2,14.79,1.09,1.27,0.0,0.0,0.72,0.0,0
cic_benign_2448,4.01,3.42,0.0,15.59,3.13,0.84,0.0,0.02,0.46,0.04,0
cic_benign_2449,3.93,3.39,0.09,14.74,2.95,0.77,0.0,0.03,0.47,0.01,0
cic_benign_2450,4.22,3.33,0.01,15.0,3.03,0.85,0.0,0.0,0.51,0.05,0
cic_benign_2451,4.2,4.12,0.01,13.94,2.84,0.68,0.0,0.0,0.52,0.0,0
cic_benign_2452,4.2,3.22,0.67,12.24,0.99,0.98,0.0,0.0,0.54,0.0,0
cic_benign_2453,2.78,2.23,0.0,7.17,2.93,0.0,0.02,0.0,0.15,0.03,0
cic_benign_2454,3.79,3.28,0.07,15.38,3.05,0.43,0.0,0.0,0.33,0.01,0
cic_benign_2455,4.09,3.6,0.11,15.2,2.98,0.59,0.01,0.02,0.37,0.04,0
cic_benign_2456,3.0,2.11,0.15,8.9,2.88,0.11,0.0,0.0,0.29,0.0,0
cic_benign_2457,3.99,3.79,0.05,14.74,2.96,0.89,0.0,0.0,0.56,0.04,0
cic_benign_2458,3.81,3.21,0.09,13.15,3.29,0.54,0.0,0.01,0.36,0.0,0
cic_benign_2459,4.2,4.14,0.0,13.32,1.09,2.53,0.0,0.0,1.65,0.02,0
cic_benign_2460,4.08,3.29,0.0,16.33,3.27,1.02,0.0,0.0,0.65,0.02,0
cic_benign_2461,3.89,3.29,0.0,15.72,3.04,0.67,0.03,0.04,0.48,0.0,0
cic_benign_2462,4.06,3.52,0.0,14.97,3.19,0.54,0.0,0.03,0.41,0.03,0
cic_benign_2463,4.93,3.92,0.35,14.97,1.08,0.89,0.0,0.0,0.5,0.0,0
cic_benign_2464,3.74,2.98,0.03,13.87,2.97,0.46,0.0,0.0,0.24,0.04,0
cic_benign_2465,4.3,3.02,0.56,10.7,1.07,0.66,0.0,0.0,0.43,0.02,0
cic_benign_2466,4.11,3.65,0.13,15.7,3.06,0.38,0.0,0.01,0.28,0.0,0
cic_benign_2467,4.26,2.91,0.37,10.14,1.12,0.59,0.01,0.03,0.56,0.0,0
cic_benign_2468,3.99,3.09,0.04,15.15,3.15,0.42,0.02,0.0,0.29,0.03,0
cic_benign_2469,4.13,3.2,0.0,16.32,2.99,0.24,0.0,0.06,0.28,0.02,0
cic_benign_2470,4.25,4.16,0.0,15.53,2.99,0.93,0.02,0.01,0.49,0.05,0
cic_benign_2471,4.32,3.57,0.06,15.73,2.95,0.62,0.03,0.0,0.39,0.0,0
cic_benign_2472,4.39,3.67,0.0,16.25,3.15,0.6,0.01,0.0,0.45,0.0,0
cic_benign_2473,4.23,3.43,0.03,17.61,2.97,0.6,0.0,0.0,0.65,0.04,0
cic_benign_2474,4.11,3.41,0.0,15.57,3.16,0.55,0.0,0.0,0.47,0.0,0
cic_benign_2475,4.12,3.17,0.19,15.97,3.05,0.7,0.01,0.0,0.33,0.04,0
cic_benign_2476,4.44,3.78,0.01,15.5,2.93,0.79,0.01,0.0,0.37,0.0,0
cic_benign_2477,3.94,3.33,0.08,14.68,2.98,0.37,0.0,0.02,0.34,0.0,0
cic_benign_2478,3.75,2.85,0.6,10.84,0.79,0.44,0.0,0.02,0.4,0.0,0
cic_benign_2479,3.98,3.34,0.02,15.46,3.1,0.71,0.0,0.0,0.5,0.0,0
cic_benign_2480,4.08,3.43,0.07,14.02,2.88,0.44,0.0,0.0,0.41,0.02,0
cic_benign_2481,4.43,2.64,0.61,11.95,0.95,0.68,0.0,0.02,0.61,0.01,0
cic_benign_2482,3.95,3.04,0.02,15.08,2.7,0.43,0.03,0.0,0.28,0.0,0
cic_benign_2483,4.53,3.69,0.03,15.54,3.07,0.55,0.0,0.0,0.37,0.0,0
cic_benign_2484,3.92,3.41,0.0,15.2,2.83,0.68,0.01,0.03,0.41,0.0,0
cic_benign_2485,4.2,3.48,0.0,14.27,2.95,1.09,0.0,0.0,0.5,0.0,0
cic_benign_2486,4.25,3.32,0.03,15.29,3.04,0.43,0.01,0.0,0.35,0.01,0
cic_benign_2487,4.29,3.11,0.01,16.48,3.0,0.04,0.0,0.0,0.31,0.02,0
cic_benign_2488,3.78,3.02,0.02,14.48,2.95,0.74,0.0,0.0,0.52,0.04,0
cic_benign_2489,4.08,3.58,0.1,13.56,3.01,0.75,0.0,0.04,0.4,0.0,0
cic_benign_2490,5.14,3.66,0.16,16.7,0.98,0.93,0.02,0.0,0.54,0.0,0
cic_benign_2491,4.24,3.87,0.0,15.18,3.09,0.51,0.02,0.03,0.55,0.0,0
cic_benign_2492,3.95,3.73,0.1,13.24,3.09,0.85,0.03,0.0,0.51,0.04,0
cic_benign_2493,3.99,3.35,0.0,14.64,2.87,0.57,0.0,0.0,0.54,0.0,0
cic_benign_2494,3.83,3.18,0.04,14.41,2.92,0.37,0.0,0.0,0.19,0.0,0
cic_benign_2495,4.79,3.75,0.0,12.37,1.17,2.48,0.0,0.01,1.55,0.1,0
cic_benign_2496,3.9,3.15,0.0,15.13,3.05,0.36,0.02,0.0,0.31,0.04,0
cic_benign_2497,4.14,3.63,0.04,15.41,2.94,1.08,0.01,0.05,0.75,0.0,0
cic_benign_2498,4.23,3.35,0.0,15.99,3.1,0.53,0.0,0.0,0.4,0.05,0
cic_benign_2499,4.37,3.33,0.0,15.18,3.04,0.74,0.0,0.04,0.38,0.01,0
cic_benign_2500,3.89,2.71,0.6,10.48,1.04,0.45,0.0,0.04,0.25,0.05,0
cic_spyware-cws-0d11f9fb78eeff02101e4c675eb7ff4988449eddbb417c14611b290aad8698f2-4.raw_0001,11.2,18.74,1.21,45.62,9.88,16.02,1.06,2.15,4.85,2.0,1
cic_spyware-180solutions-0b2be269a92c116e8457cd569c12351f5655978a3a90e33feda7f6f138d9d6ab-4.raw_0002,11.11,18.52,1.02,45.34,9.9,10.39,1.01,2.14,4.05,1.95,1
cic_ransomware-conti-0e240e03d88aa05b4e6e1769d85a832db6c820b635ffcbd371c1b488fb7ca0e2-6.raw_0003,10.68,16.87,2.24,45.0,9.97,9.97,1.25,2.02,4.01,1.95,1
cic_ransomware-pysa-0638d5bfe046dc1c345a000df4af71ffdc48f9018229275698d609883a547371-4.raw_0004,10.97,17.92,2.03,45.3,10.06,9.97,1.23,2.21,3.97,1.96,1
cic_spyware-180solutions-0b04c1526f5fa3c4316d5803580c586146c80cd8fe80a5700f7f1da0da035b23-5.raw_0005,10.56,16.96,1.83,45.58,9.97,9.91,1.17,2.08,3.95,2.04,1
